Scientific_Name,Common Name,Whitelisted_Brazil,BirdNET,Custom_Model,Perch,Max,Threat Status,Image_URL,Attribution,Custom_MaxConf,Perch_MaxConf,Overall_MaxConf
Dryobates passerinus,,0,123,188,43,188,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/413104183/medium.jpg,(c) Renato Bandeira; some rights reserved (CC BY); uploaded by Renato Bandeira,0.336,0.9306,0.9306
Celeus flavescens,Blond-Crested Woodpecker,1,17,1,6,17,LC,https://static.inaturalist.org/photos/51261137/medium.jpg,(c) Mariano Ordoñez; all rights reserved; uploaded by Mariano Ordoñez,0.884,0.2827,0.884
Melanerpes flavifrons,Yellow-Fronted Woodpecker,1,10,2,1,10,LC,https://static.inaturalist.org/photos/54050830/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.8826,0.4289,0.8826
Campephilus robustus,Robust Woodpecker,1,2,5,19,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/75959/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.2404,0.842,0.842
Colaptes campestris,Campo Flicker,1,14,29,30,30,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/169149980/medium.jpg,(c) Dave Curtis; some rights reserved (CC BY-NC-ND),0.3464,0.2107,0.3464
Piculus aurulentus,White-Browed Woodpecker,1,62,3,337,337,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/12204993/medium.jpg,(c) Gustavo Lazarini Forreque; some rights reserved (CC BY),0.288,0.2309,0.288
Piculus chrysochloros,Golden-Green Woodpecker,1,17,6,31,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/95632/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.5416,0.1118,0.5416
Dryobates spilogaster,,0,129,485,46,485,LC,https://static.inaturalist.org/photos/28291417/medium.jpg,(c) Mariano Ordoñez; all rights reserved; uploaded by Mariano Ordoñez,0.3664,0.6904,0.6904
Dryocopus lineatus,Lineated Woodpecker,1,3,1,49,49,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31343700/medium.jpg,(c) angel_castillo_birdingtours; some rights reserved (CC BY-NC); uploaded by angel_castillo_birdingtours,0.1374,0.1852,0.1852
Piculus flavigula,Yellow-Throated Woodpecker,1,8,15,48,48,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/245302825/medium.jpg,no rights reserved; uploaded by Paulo Mascaretti,0.193,0.5452,0.5452
Picumnus albosquamatus,White-Wedged Piculet,1,30,83,1,83,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/17761/medium.jpg,(c) Wagner Machado Carlos Lemes; some rights reserved (CC BY),0.6454,0.9356,0.9356
Melanerpes candidus,White Woodpecker,1,398,45,17,398,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/3172895/medium.jpg,(c) Kent Miller; some rights reserved (CC BY-ND); uploaded by Kent Miller,0.1456,0.4592,0.4592
Campephilus melanoleucos,Crimson-Crested Woodpecker,1,59,1,12,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31333613/medium.jpg,(c) Gregory Greene; some rights reserved (CC BY-NC); uploaded by Gregory Greene,0.1451,0.7823,0.7823
Picumnus cirratus,White-Barred Piculet,1,1,2,2,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/226767660/medium.jpeg,(c) Eduardo Luis Beltrocco; some rights reserved (CC BY); uploaded by Eduardo Luis Beltrocco,0.2195,0.3416,0.3416
Picumnus minutissimus,Guianan Piculet,,2,70,10,70,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/95648/medium.jpg,(с) Mike Allen; некоторые права защищены (CC BY-NC-SA),0.2875,0.4052,0.4052
Picumnus temminckii,Ochre-Collared Piculet,1,1,1,1,1,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/75948/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.7119,0.8591,0.8591
Colaptes melanochloros,Green-Barred Flicker,1,3,11,36,36,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/171007754/medium.jpeg,(c) Gustavo Fernando Durán; some rights reserved (CC BY-NC-SA); uploaded by Gustavo Fernando Durán,0.3857,0.548,0.548
Dryobates maculifrons,,0,27,177,7,177,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/402433391/medium.jpg,(c) Henrique Bitencourt; some rights reserved (CC BY-SA); uploaded by Henrique Bitencourt,0.8381,0.1392,0.8381
Melanerpes cactorum,White-Fronted Woodpecker,1,9,22,23,23,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/178054385/medium.jpg,(c) Luciano Massa; some rights reserved (CC BY); uploaded by Luciano Massa,0.7396,0.5882,0.7396
Dryobates mixtus,,,19,84,8,84,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/57668844/medium.jpg,(c) Alexander Viduetsky; some rights reserved (CC BY-NC); uploaded by Alexander Viduetsky,0.591,0.4806,0.591
Cariama cristata,Red-Legged Seriema,1,29,30,45,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/108109917/medium.jpeg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.399,0.6472,0.6472
Caracara plancus,Southern Caracara,1,6,3,39,39,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/344678876/medium.jpeg,(c) Juan Cruzado Cortés; some rights reserved (CC BY); uploaded by Juan Cruzado Cortés,0.1492,0.8152,0.8152
Falco femoralis,Aplomado Falcon,1,46,14,7,46,LC,https://static.inaturalist.org/photos/336930295/medium.jpeg,(c) samzhang; all rights reserved,0.1724,0.6541,0.6541
Falco peregrinus,Peregrine Falcon,1,4,51,9,51,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/212499566/medium.jpg,(c) nautiboy; some rights reserved (CC BY-NC),0.5213,0.6025,0.6025
Falco rufigularis,Bat Falcon,1,1,58,277,277,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/443758059/medium.jpeg,no rights reserved; uploaded by Paulo Mascaretti,0.7511,0.6408,0.7511
Falco sparverius,American Kestrel,1,1,368,2,368,LC,https://static.inaturalist.org/photos/174574440/medium.jpg,(c) Vincent O'Brien; all rights reserved; uploaded by Vincent O'Brien,0.5334,0.2596,0.5334
Milvago chimachima,Yellow-Headed Caracara,1,58,20,30,58,LC,https://static.inaturalist.org/photos/79568634/medium.jpeg,(c) Larry Zheng; all rights reserved; uploaded by Larry Zheng,0.9765,0.7355,0.9765
Milvago chimango,Chimango Caracara,1,9,13,4,13,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/240521909/medium.jpeg,(c) graciela_gplp; some rights reserved (CC BY-NC),0.7054,0.7339,0.7339
Micrastur ruficollis,Barred Forest-Falcon,1,4,379,9,379,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/46772236/medium.jpg,(c) Rolando Pasos Pérez; some rights reserved (CC BY-NC); uploaded by Rolando Pasos Pérez,0.5602,0.8479,0.8479
Micrastur semitorquatus,Collared Forest-Falcon,1,59,67,33,67,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/394112373/medium.jpg,(c) Alvaro Monter Pozos; some rights reserved (CC BY-NC); uploaded by Alvaro Monter Pozos,0.9836,0.9999,0.9999
Herpetotheres cachinnans,Laughing Falcon,1,17,1,4,17,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/121267586/medium.jpeg,(c) Lina Crespo; some rights reserved (CC BY-NC); uploaded by Lina Crespo,0.3138,0.1704,0.3138
Pionus maximiliani,Scaly-Headed Parrot,1,13,20,16,20,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/314019219/medium.jpg,(c) David Rodriguez; some rights reserved (CC BY-NC); uploaded by David Rodriguez,0.1086,0.167,0.167
Diopsittaca nobilis,Red-Shouldered Macaw,1,58,33,5,58,LC,https://static.inaturalist.org/photos/131104545/medium.jpg,(c) Wagner Machado Carlos Lemes; all rights reserved; uploaded by Wagner Machado Carlos Lemes,0.627,0.3317,0.627
Brotogeris chiriri,Yellow Chevroned Parakeet,1,1,3,41,41,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/157600886/medium.jpg,(c) Paulo Barradas; some rights reserved (CC BY),0.1522,0.6557,0.6557
Pyrrhura frontalis,Maroon-Bellied Parakeet,1,1,107,29,107,LC,https://static.inaturalist.org/photos/235704689/medium.jpg,(c) Paul; all rights reserved; uploaded by Paul,0.3821,0.4402,0.4402
Pyrrhura leucotis,White-Eared Parakeet,1,5,52,19,52,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/192217224/medium.jpg,(c) Gabriel Bonfa; some rights reserved (CC BY-NC-ND); uploaded by Gabriel Bonfa,0.2167,0.6658,0.6658
Amazona vinacea,Vinaceous Amazon,1,2,1,11,11,EN,https://inaturalist-open-data.s3.amazonaws.com/photos/258128302/medium.jpg,(c) sobania; some rights reserved (CC BY-NC),0.886,0.418,0.886
Aratinga auricapillus,Golden Capped Parakeet,1,42,13,38,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118279128/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.4224,0.3124,0.4224
Alipiopsitta xanthops,Yellow-Faced Amazon,1,47,35,7,47,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/275319999/medium.jpg,(c) abelardomendesjr; some rights reserved (CC BY-NC); uploaded by abelardomendesjr,0.8383,0.1411,0.8383
Pionopsitta pileata,Red-Capped Parrot,1,4,32,2,32,LC,https://static.inaturalist.org/photos/79023048/medium.jpg,(c) Vincent; all rights reserved; uploaded by Vincent,0.1058,0.6603,0.6603
Eupsittula aurea,,0,430,6,20,430,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/97806849/medium.jpg,(c) Reinaldo Oliveira Elias; some rights reserved (CC BY); uploaded by Reinaldo Oliveira Elias,0.4825,0.1372,0.4825
Forpus xanthopterygius,Blue-Winged Parrotlet,1,7,1,30,30,LC,https://static.inaturalist.org/photos/66445922/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.2396,0.4752,0.4752
Brotogeris tirica,Plain Parakeet,1,38,1,14,38,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/158896391/medium.jpg,(c) Luiz Carlos  Rocha; some rights reserved (CC BY-SA),0.4245,0.6565,0.6565
Triclaria malachitacea,Purple-Bellied Parrot,1,45,1,221,221,LC,https://static.inaturalist.org/photos/94088601/medium.jpeg,(c) Arthur Alves; all rights reserved; uploaded by Arthur Alves,0.9304,0.5318,0.9304
Primolius maracana,Blue Winged Macaw,1,56,4,23,56,NT,https://static.inaturalist.org/photos/272091069/medium.jpg,(c) osiasfotografo; all rights reserved,0.9653,0.4038,0.9653
Touit melanonotus,Brown-Backed Parrotlet,1,148,55,60,148,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/159007623/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.7898,0.1661,0.7898
Amazona aestiva,Blue-Fronted Amazon,1,31,41,1,41,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/167963315/medium.jpg,(c) Nick Lima; some rights reserved (CC BY-NC); uploaded by Nick Lima,0.493,0.1355,0.493
Amazona rhodocorytha,Red-Browed Amazon,1,5,30,3,30,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/210731017/medium.jpg,(c) Roberto De Oliveira Silva; some rights reserved (CC BY-NC); uploaded by Roberto De Oliveira Silva,0.1573,0.5749,0.5749
Ara ararauna,Blue-And-Yellow Macaw,1,1,1,28,28,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/414331079/medium.jpeg,(c) KENNEDY BORGES; some rights reserved (CC BY-NC); uploaded by KENNEDY BORGES,0.146,0.7794,0.7794
Psittacara leucophthalmus,,0,26,96,103,103,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/246857985/medium.jpg,(c) Gabriel Bonfa; some rights reserved (CC BY-NC-ND); uploaded by Gabriel Bonfa,0.18,0.9667,0.9667
Thamnophilus torquatus,Rufous-Winged Antshrike,1,12,391,31,391,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/6991607/medium.jpg,(c) Carlos Sanchez; some rights reserved (CC BY-NC); uploaded by Carlos Sanchez,0.1771,0.292,0.292
Thamnophilus ruficapillus,Rufous-Capped Antshrike,1,1,3,57,57,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/11210811/medium.jpg,(c) fabiomanfredini; some rights reserved (CC BY-NC); uploaded by fabiomanfredini,0.1565,0.8135,0.8135
Drymophila ferruginea,Ferruginous Antbird,1,45,1,53,53,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/248143029/medium.jpeg,(c) Antonio Amaral; some rights reserved (CC BY-NC); uploaded by Antonio Amaral,0.767,0.4367,0.767
Drymophila malura,Dusky-Tailed Antbird,1,2,4,1,4,LC,https://static.inaturalist.org/photos/90370020/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.9239,0.3107,0.9239
Drymophila ochropyga,Ochre-Rumped Antbird,1,417,303,371,417,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/340722800/medium.jpeg,(c) Laura Gaudette; some rights reserved (CC BY); uploaded by Laura Gaudette,0.2446,0.8119,0.8119
Drymophila rubricollis,Bertoni's Antbird,1,3,350,55,350,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/583263/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.3424,0.8282,0.8282
Thamnophilus pelzelni,Planalto Slaty Antshrike,1,8,8,33,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/342795939/medium.jpeg,(c) Laura Gaudette; some rights reserved (CC BY); uploaded by Laura Gaudette,0.5436,0.364,0.5436
Drymophila squamata,Scaled Antbird,1,7,10,2,10,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/213337059/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.2576,0.4669,0.4669
Terenura maculata,Streak-Capped Antwren,1,8,2,19,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/11265444/medium.jpg,(c) A Lamberts; some rights reserved (CC BY-NC); uploaded by A Lamberts,0.2596,0.3766,0.3766
Thamnophilus palliatus,Lined Antshrike,1,11,1,21,21,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/171066205/medium.jpeg,(c) Phil Benstead; some rights reserved (CC BY-NC); uploaded by Phil Benstead,0.9228,0.5613,0.9228
Pyriglena leucoptera,White-Shouldered Fire-Eye,1,30,16,29,30,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/139367700/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.7963,0.4664,0.7963
Thamnophilus doliatus,Barred Antshrike,1,1,1,45,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1854563/medium.JPG,(c) angel_castillo_birdingtours; some rights reserved (CC BY-NC); uploaded by angel_castillo_birdingtours,0.6962,0.5352,0.6962
Thamnophilus caerulescens,Variable Antshrike,1,92,127,65,127,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/210204427/medium.jpeg,(c) joseluisblazquez; some rights reserved (CC BY-NC),0.7542,0.3209,0.7542
Thamnophilus ambiguus,Sooretama Slaty Antshrike,1,82,52,36,82,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1507241/medium.jpg,(c) Nigel Voaden; some rights reserved (CC BY),0.5538,0.476,0.5538
Formicivora rufa,Rusty-Backed Antwren,1,291,15,21,291,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/254176873/medium.jpeg,(c) Ivo Carlos Zecchin; some rights reserved (CC BY-NC); uploaded by Ivo Carlos Zecchin,0.4784,0.2294,0.4784
Formicivora serrana,Serra Antwren,1,8,329,26,329,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/224116477/medium.jpeg,(c) Paulo Gonçalves Carvalho; some rights reserved (CC BY-NC); uploaded by Paulo Gonçalves Carvalho,0.3729,0.7885,0.7885
Myrmotherula axillaris,White-Flanked Antwren,1,1,1,13,13,LC,https://static.inaturalist.org/photos/38530001/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.1051,0.3538,0.3538
Myrmotherula minor,Salvadori's Antwren,1,56,20,3,56,VU,https://static.inaturalist.org/photos/117367817/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.3473,0.2417,0.3473
Rhopias gularis,,0,99,111,8,111,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/358590095/medium.jpg,(c) Renato Machado de Sobral; some rights reserved (CC BY-NC); uploaded by Renato Machado de Sobral,0.4112,0.8303,0.8303
Dysithamnus mentalis,Plain Antvireo,1,26,21,33,33,LC,https://static.inaturalist.org/photos/204756402/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.8755,0.2984,0.8755
Taraba major,Great Antshrike,1,40,12,54,54,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26462488/medium.jpeg,no rights reserved; uploaded by Diego Carús,0.755,0.35,0.755
Batara cinerea,Giant Antshrike,1,25,4,219,219,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27836456/medium.jpeg,(c) Ericson Cernawsky Igual; some rights reserved (CC BY-NC); uploaded by Ericson Cernawsky Igual,0.6874,0.8258,0.8258
Dysithamnus stictothorax,Spot-Breasted Antvireo,1,1,1,41,41,NT,https://static.inaturalist.org/photos/92583336/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.4546,0.1967,0.4546
Hypoedaleus guttatus,Spot-Backed Antshrike,1,22,1,9,22,LC,https://static.inaturalist.org/photos/107843985/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.348,0.1618,0.348
Mackenziaena severa,Tufted Antshrike,1,9,12,7,12,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/430823581/medium.jpg,(c) eric gofreed; some rights reserved (CC BY-NC); uploaded by eric gofreed,0.7883,0.4125,0.7883
Mackenziaena leachii,Large-Tailed Antshrike,1,21,7,1,21,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/66271126/medium.jpg,(c) Hudson Martins Soares; some rights reserved (CC BY-NC); uploaded by Hudson Martins Soares,0.5826,0.5534,0.5826
Herpsilochmus atricapillus,Black-Capped Antwren,1,113,97,102,113,LC,https://static.inaturalist.org/photos/317212271/medium.jpg,(c) Artur Luiz; all rights reserved; uploaded by Artur Luiz,0.7048,0.8509,0.8509
Herpsilochmus longirostris,Large-Billed Antwren,1,3,59,108,108,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/8537420/medium.jpeg,(c) Vincent A. Vos; some rights reserved (CC BY); uploaded by Vincent A. Vos,0.5845,0.4176,0.5845
Herpsilochmus rufimarginatus,Rufous-Winged Antwren,1,6,6,16,16,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/75277768/medium.jpeg,(c) matiasgomes; some rights reserved (CC BY-NC),0.3947,0.1246,0.3947
Myrmoderus loricatus,,,84,5,10,84,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/10487988/medium.jpg,(c) Hector Bottai; some rights reserved (CC BY-SA),0.4868,0.7484,0.7484
Melanopareia torquata,Collared Crescentchest,1,4,13,30,30,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/276010021/medium.jpg,(c) eduardovieira17; some rights reserved (CC BY-NC); uploaded by eduardovieira17,0.85,0.2162,0.85
Conopophaga melanops,Black-Cheeked Gnateater,1,2,4,1,4,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/223774510/medium.jpg,no rights reserved; uploaded by Paulo Mascaretti,0.3792,0.6395,0.6395
Conopophaga lineata,Rufous Gnateater,1,26,29,27,29,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/8651080/medium.jpg,(c) fabiomanfredini; some rights reserved (CC BY-NC); uploaded by fabiomanfredini,0.5552,0.4428,0.5552
Scytalopus iraiensis,Marsh Tapaculo,1,13,13,49,49,EN,https://inaturalist-open-data.s3.amazonaws.com/photos/107846713/medium.jpg,(c) Edu Franco; some rights reserved (CC BY-NC); uploaded by Edu Franco,0.1283,0.3526,0.3526
Scytalopus petrophilus,Rock Tapaculo,,27,7,9,27,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/64679002/medium.jpeg,(c) Juliano Marques; some rights reserved (CC BY-NC); uploaded by Juliano Marques,0.7113,0.9368,0.9368
Scytalopus speluncae,Mouse-Coloured Tapaculo,1,24,25,14,25,LC,https://static.inaturalist.org/photos/108560789/medium.jpeg,(с) gstroz; все права защищены,0.6196,0.5686,0.6196
Psilorhamphus guttatus,Spotted Bamboowren,1,53,285,6,285,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/64824379/medium.jpeg,(c) Miguel Angelo Biz; some rights reserved (CC BY-NC); uploaded by Miguel Angelo Biz,0.6073,0.2781,0.6073
Scytalopus novacapitalis,Brasilia Tapaculo,1,34,44,4,44,EN,https://static.inaturalist.org/photos/81459947/medium.jpg,(c) Vincent; all rights reserved; uploaded by Vincent,0.3321,0.7065,0.7065
Eleoscytalopus indigoticus,White-Breasted Tapaculo,1,6,2,6,6,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118419148/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.756,0.2754,0.756
Chamaeza meruloides,Cryptic Antthrush,1,1,28,10,28,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27921596/medium.jpeg,(c) Rob Van Epps; some rights reserved (CC BY-NC); uploaded by Rob Van Epps,0.8383,0.4463,0.8383
Chamaeza campanisona,Short-Tailed Antthrush,1,2,7,42,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/11210781/medium.jpg,(c) fabiomanfredini; some rights reserved (CC BY-NC); uploaded by fabiomanfredini,0.8247,0.7127,0.8247
Formicarius colma,Rufous-Capped Antthrush,1,24,4,4,24,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/648185/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.3293,0.4945,0.4945
Chamaeza ruficauda,Scalloped Antthrush,1,19,39,2,39,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/11252286/medium.jpeg,(c) Nelson Wisnik; some rights reserved (CC BY-NC); uploaded by Nelson Wisnik,0.5159,0.4839,0.5159
Dendrocolaptes platyrostris,Planalto Woodcreeper,1,2,5,2442,2442,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/384070/medium.JPG,(c) Carmelo López Abad; some rights reserved (CC BY-NC); uploaded by Carmelo López Abad,0.9445,0.9195,0.9445
Furnarius figulus,Band-Tailed Hornero,1,14,23,13,23,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/228288937/medium.jpg,(c) eduardovieira17; some rights reserved (CC BY-NC); uploaded by eduardovieira17,0.2202,0.437,0.437
Furnarius leucopus,Pale-Legged Hornero,1,43,15,8,43,LC,https://static.inaturalist.org/photos/18223718/medium.jpg,(c) randyvickers; all rights reserved,0.7635,0.7979,0.7979
Furnarius rufus,Rufous Hornero,1,41,31,2,41,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/182076045/medium.jpg,(c) Ron Knight; some rights reserved (CC BY),0.3812,0.1211,0.3812
Lochmias nematura,Sharp-Tailed Streamcreeper,1,1158,969,1516,1516,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/35800662/medium.jpg,(c) Guillermo Menéndez; some rights reserved (CC BY-NC); uploaded by Guillermo Menéndez,0.6546,0.6904,0.6904
Thripophaga macroura,Striated Softtail,1,1,393,3,393,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/64878603/medium.jpg,(c) shrike2; some rights reserved (CC BY-NC); uploaded by shrike2,0.2032,0.3152,0.3152
Pseudoseisura cristata,Rufous Cacholote,1,60,46,16,60,LC,https://static.inaturalist.org/photos/73829201/medium.jpg,(c) Marcelo Maux; all rights reserved; uploaded by Marcelo Maux,0.7794,0.1143,0.7794
Dendrocincla fuliginosa,Plain-Brown Woodcreeper,1,2,1,1,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2633520/medium.JPG,(c) Carmelo López Abad; some rights reserved (CC BY-NC); uploaded by Carmelo López Abad,0.1155,0.2109,0.2109
Dendrocincla turdina,Thrush Like Woodcreeper,1,3,2,3,3,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/10474608/medium.jpg,(c) Instituto Últimos Refúgios; some rights reserved (CC BY-NC); uploaded by Instituto Últimos Refúgios,0.901,0.5116,0.901
Syndactyla rufosuperciliata,Buff-Browed Foliage-Gleaner,1,74,64,65,74,LC,https://static.inaturalist.org/photos/179819376/medium.jpg,(c) Luiz Fernando Matos; all rights reserved; uploaded by Luiz Fernando Matos,0.5513,0.6935,0.6935
Syndactyla dimidiata,Russet Mantled Foliage Gleaner,1,49,34,2,49,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1718821/medium.jpeg,(c) Hector Bottai; some rights reserved (CC BY-SA),0.1358,0.4149,0.4149
Synallaxis spixi,Spix's Spinetail,1,2,45,14,45,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/274670794/medium.jpeg,(c) Enéas V. Gouvêa Junior; some rights reserved (CC BY-SA); uploaded by Enéas V. Gouvêa Junior,0.7789,0.5476,0.7789
Synallaxis scutata,Ochre-Cheeked Spinetail,1,4,1,5,5,LC,https://static.inaturalist.org/photos/358417745/medium.jpg,(c) Sanjay Veiga; all rights reserved; uploaded by Sanjay Veiga,0.3903,0.7205,0.7205
Synallaxis ruficapilla,Rufous-Capped Spinetail,1,25,13,27,27,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/327548198/medium.jpg,(c) Alan Hentz; some rights reserved (CC BY-NC); uploaded by Alan Hentz,0.5934,0.2707,0.5934
Synallaxis hypospodia,Cinereous-Breasted Spinetail,1,9,25,1,25,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1718807/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.5611,0.2804,0.5611
Synallaxis frontalis,Sooty-Fronted Spinetail,1,58,49,95,95,LC,https://static.inaturalist.org/photos/342976923/medium.jpg,(c) Leonardo Merçon; all rights reserved; uploaded by Leonardo Merçon,0.8151,0.5081,0.8151
Synallaxis cinerea,,,99,73,89,99,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/1718819/medium.jpg,(c) Charles Hesse from Mindo; Ecuador; some rights reserved (CC BY-SA),0.4614,0.842,0.842
Synallaxis cinerascens,Grey-Bellied Spinetail,1,70,71,62,71,LC,https://static.inaturalist.org/photos/540077338/medium.jpg,(c) Gustavo Dallaqua; all rights reserved; uploaded by Gustavo Dallaqua,0.3704,0.2871,0.3704
Synallaxis albescens,Pale-Breasted Spinetail,1,48,40,18,48,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/87538/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.5768,0.8358,0.8358
Campylorhamphus falcularius,Black-Billed Scythebill,1,1,2,2,2,LC,https://static.inaturalist.org/photos/94022205/medium.jpeg,(c) Arthur Alves; all rights reserved; uploaded by Arthur Alves,0.3586,0.7993,0.7993
Cranioleuca pallida,Pallid Spinetail,1,56,10,37,56,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/148849250/medium.jpg,(c) eduardovieira17; some rights reserved (CC BY-NC); uploaded by eduardovieira17,0.2001,0.3642,0.3642
Cranioleuca vulpina,Coiba Spinetail,1,11,13,60,60,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/250881503/medium.jpg,(c) Anderson Sandro; some rights reserved (CC BY-NC); uploaded by Anderson Sandro,0.4589,0.2367,0.4589
